aeta
heograpiya
heometriya
hepatitis
hepe
hesus
heto
hibla
hidwaan
higaan
higisha
hihi
hihinto
hihirangin
hika
hikaw
hila
hilig
hiling
hilingan
himagsikan
himala
himaymay
himaymay-buhay
himig
himno
himpapawid
himpilan
himutok
hinagpis
hinaharap
hinala
hinanakit
hinga
hingi
hininga
hinlalaki
hinog
hintuan
hirap
hirit
historyador
hita
hitsura
hiwa
hiya
hiyas
hiyaw
hogo
hoikuen
hospisyo
hotel
hubarin
hudyat
hudyo
hugis
huhugasan
hukay
hukbo
hukom
hukuman
hula
hulihan
hulog
hulugan
hulyo
humanidad
hunyo
hurado
hurisdiksiyon
husay
hustisya
hustong
huwaran
ibat
ibayo
ibon
ibubunga
idad
idaos
idea
idealismo
idealista
identidad
ideolohiya
ideya
ideyalismo
ideyalista
idolo
igawa
igay
igos
ihi
ihip
ikot
iksamen
ilag
ilakip
ilako
ilalayo
ilaw
ilawan
ilegalisasyon
ilog
ilong
ilustrado
ilusyon
imahen
imahinasyon
imantina
imbak
imbakan
imbensiyon
imbentaryo
imbentor
imbestigador
imbestigasyon
imbitasyon
imburnal
imig
imigrante
imigrasyon
imik
iminulat
imoralidad
imortalidad
impeksiyon
imperyalismo
imperyalista
implasyon
implementasyon
implikasyon
impluwensiya
impluwensiyahan
impormasiyon
impormasyon
importansiya
importasyon
imprastraktura
imprastruktura
imprenta
impresyon
ina
inagurasyon
inapo
independensiya
indibiduwal
indikasyon
indio
industriya
industriyal
industriyalisasyon
informasyon
ing
ingat
ingay
inggit
ingles
inhenyeriya
iniksiyon
init
inkan
inobasyon
inom
inpormasyon
insekto
insenso
insentibo
insidente
insiyurans
inspeksiyon
inspektor
inspirasyon
instalasyon
institusyon
institusyonal
instituto
instruksiyon
instruksiyonal
instrumentalidad
instrumento
insureksiyon
integrasyon
integridad
intelek
inteleksiyon
intelektuwalisasyon
intelektuwalismo
intensiyon
interaksiyon
interbensiyon
interes
internet
interno
interpretasyon
intriga
intsik
inukit
inuming
ipahatid
ipako
ipasiya
ipis
ipon
irigasyon
isat
isda
isip
isipan
isisante
iskedyul
iskema
iskolar
iskrip
iskuwela
iskwad
iskwater
isla
islogan
ispirito
isponsor
isport
isports
istaka
istalasyon
istambay
istampa
istana
istandard
istansa
istante
istasyon
istatus
istatwa
istorya
istrikto
isugo
isyu
ita
itak
itasyon
itay
itik
itlog
itoy
itsura
iyak
j
jeep
jeepney
k
ka-pamilya
kaalaman
kaangkupan
kaanyuan
kaarawan
kaaway
kaayusan
kaba
kababaan
kababaang-loob
kababaihan
kababalaghan
kababayan
kabado
kabag
kabagabagan
kabagalan
kabagay
kabagsikan
kabahagi
kabahayan
kabaitan
kabalikat
kabaliktaran
kabalintunaan
kabaliwan
kaban
kabanalan
kabanalang
kabanata
kabantugan
kabaong
kabarkada
kabastusan
kabataan
kabatak
kabatiran
kabawalan
kabawasan
kabayan
kabayanan
kabayanihan
kabayaran
kabayo
kabibe
kabibi
kabibilangan
kabig
kabigat
kabigatan
kabiguan
kabihasnan
kabikulan
kabilugan
kabina
kabinet
kabisado
kabisera
kabit
kabiyak
kable
kabuhayan
kabukiran
kabuktutan
kabuluhan
kabulukan
kabundukan
kabute
kabutihan
kabutihang-asal
kabutihang-loob
kadahilanan
kadakilaan
kadalisayan
kadalubhasaan
kadena
kadiliman
kadre
kagagawan
kagaguhan
kagalakan
kagalingan
kagalitan
kagamitan
kagamutan
kaganapan
kagandahan
kagandahang-asal
kagandahang-loob
kaganina
kagantihan
kagat
kagawad
kagawaran
kagawian
kagayakan
kaginhawaan
kaginhawahan
kagipitan
kagitingan
kagubatan
kaguluhan
kaguruan
kagustuhan
kagutuman
kagyat
kahabaan
kahabagan
kahalagahan
kahalayan
kahalo
kahambugan
kahandaan
kahangalan
kahapon
kaharian
kahatulan
kahig
kahigpitan
kahigtan
kahihinatnan
kahihiyan
kahiligan
kahilingan
kahinaan
kahinahunan
kahinatnan
kahinhinan
kahirapan
kahiwagaan
kahiwalay
kahiyahiya
kahol
kahon
kahoy
kahubaran
kahuli-hulihan
kahulilip
kahulogan
kahulugan
kahungkagan
kahusay
kahusayan
kai
kaibahan
kaibhan
kaibigan
kaibuturan
kaila
kailaliman
kailang
kaimito
kain
kainan
kaing
kaingin
kainitan
kaintindi
kaisa
kaisahan
kaisipan
kaitaasan
kakahuyan
kakampi
kakanin
kakanyahan
kakayahan
kakayanan
kaklase
kakulangan
kakumpetensiya
kakuwentuhan
kala
kalaban
kalabaw
kalabisan
kalagan
kalagayan
kalaguyo
kalagyan
kalahi
kalahok
kalakal
kalakal-panluwas
kalakalan
kalakaran
kalakasan
kalakhan
kalaki
kalakihan
kalalabasan
kalalagayan
kalalagyan
kalalakihan
kalaliman
kalamangan
kalamansi
kalamidad
kalan
kalangay
kalangitan
kalansay
kalapad
kalapastanganan
kalapat
kalapati
kalarawan
kalaro
kalasag
kalasingan
kalaswaan
kalatas
kalawakan
kalayaan
kalayawan
kalayo
kalayuan
kalbaryo
kalbo
kaldero
kalendaryo
kalesa
kalidad
kaligayahan
kaligtaan
kaligtasan
kalihim
kalihiman
kaliit
kaliitan
kalikasan
kalikuan
kalilimutan
kalinangan
kalinaw
kalinawan
kalinga
kalinisan
kalinisang-puri
kalipunan
kalis
kalituhan
kaliwanagan
kalokohan
kaloob
kalooban
kalsada
kaltas
kalugdan
kalugod-lugod
kaluguran
kaluluwa
kalumbayan
kalunasan
kalungkutan
kalunos-lunos
kalunsuran
kalunya
kalupaan
kalupitan
kalupunan
kalusugan
kalutasan
kaluwagan
kaluwalhatian
kalye
kama
kamag-anak
kamag-anakan
kamag-aral
kamaganak
kamahal
kamahalan
kamakalawa
kamalasan
kamalayan
kamalian
kamamatay
kamandag
kamanggagawa
kamangmangan
kamangyan
kamao
kamataya
kamatayan
kamatis
kamay
kamayan
kambing
kamelyo
kamera
kamiseta
kamkamin
kamot
kamote
kampana
kampanya
kampanyahan
kampihan
kampilan
kamping
kampo
kampon
kampus
kamtan
kamtin
kamulatan
kamunduhan
kamurahan
kamusmusan
kamusta
kanal
kanayon
kanayunan
kandado
kandidata
kandidato
kandidatura
kandila
kandungan
kangino
kani
kanilay
kanin
kanlungan
kano
kanser
kanta
kantidad
kanto
kanugnog
kanya-kanya
kanyon
kapa
kapabayaan
kapagkaraka
kapagkuwan
kapaguran
kapahamakan
kapahayagan
kapahingahan
kapahintulutan
kapaitan
kapakanan
kapakinabangan
kapakumbabaan
kapal
kapalagayan
kapalaluan
kapalaran
kapaligiran
kapamahakan
kapamahalaan
kapamilya
kapanahunan
kapanalig
kapanatagan
kapanayamin
kapangahasan
kapanganakan
kapanganiban
kapangitan
kapanglawan
kapangyarihan
kapansanan
kapantayan
kapara
kaparaanan
kaparte
kapartido
kaparusahan
kapasidad
kapasiyahan
kapaskuhan
kapasyahan
kapatagan
kapatawaran
kapatid
kapatiran
kapayapaan
kape
kapi
kapighatian
kapiling
kapilya
kapinsalaan
kapintasan
kapiraso
kapis
kapisan
kapisanan
kapistahan
kapit-bahay
kapital
kapitalismo
kapitalista
kapitan
kapitan-general
kapitbahay
kapitbahayan
kapitbansa
kapitulo
kapiyestahan
kapookan
kapootan
kapos-palad
kapuluan
kapulungan
kapurihan
kapuspalad
kapuspusan
kapuwa
kapwa-tao
karaban
karagatan
karahasan
karaingan
karakter
karalitaan
karamay
karamdaman
karampatan
karampot
karanasan
karangalan
karangyaan
karapat
karapatan
karapatang-sipi
karapatdapat
kararamihan
karatula
karayom
karbon
kard
karera
karga
karibal
kariktan
karne
karo
karta
karton
karugtong
karukhaan
karumihan
karunungan
karurukan
kasabihan
kasabwat
kasaganaan
kasaganahan
kasagsagan
kasagutan
kasakdalan
kasakiman
kasakit
kasakitan
kasal
kasalan
kasalanan
kasalo
kasalungatan
kasamaan
kasamahan
kasambahay
kasanayan
kasangguni
kasangkapan
kasapakat
kasapian
kasarian
kasarinlan
kasasapitan
kasawian
kasayahan
kasaysayan
kase
kaseguruhan
kasigasigan
kasiglahan
kasiguruhan
kasintahan
kasinungalingan
kasipagan
kasiraan
kasiyahan
kasosyo
kastila
kastilyo
kasukdulan
kasuklamsuklam
kasulatan
kasunduan
kasuotan
kasuutan
kasuwato
kasya
kataas
kataasan
kataga
katagalan
katagumpayan
katahimikan
kataimtiman
katakdaan
kataksilan
katalagahan
katalik
katalinuhan
kataliwasan
katamaran
katambal
katampalasanan
katampatan
katandaan
katangian
katanungan
katanyagan
katao
katapangan
katapatan
katapusan
katarata
katarungan
katas
katatagan
katatawanan
katauhan
katawagan
katawan
katayin
katayuan
kategoriya
kategorya
katekesis
katha
kathang-isip
kati
katibayan
katigan
katigasan
katihan
katimugan
katindi
katindihan
katinig
katinuan
katipan
katipunan
katipunero
katitikan
katitisuran
katiwala
katiwalian
katiwasayan
katiyakan
katoliko
katoto
katotohan
katotohanan
katrabaho
katubigan
katugon
katugunan
katulong
katumpakan
katunayan
katunggali
katungkulan
katuparan
katuray
katuruan
katusuhan
katutubo
katutuhanan
katuturan
katuwaan
katuwiran
katwiran
kaugalian
kaugnayan
kaukol
kaunawaan
kaunlaran
kauri
kausap
kautusan
kawad
kawal
kawalan
kawalang-hanggan
kawalang-kamatayan
kawalang-kasiyahan
kawali
kawan
kawanggawa
kawangis
kawani
kawanihan
kawasa
kawastuan
kawastuhan
kawatan
kaway
kawayan
kawikaan
kawing
kayabangan
kayamanan
kayanin
kayarian
kayat
kayoy
kelangan
kesyo
ketong
ketsap
kibo
kidlat
kikan
kikilala
kikilos
kilay
kilo
kilometro
kilong
kilos
kilusan
kinahinatnan
kinalabasan
kinatawan
kirot
kisap
kisap-ulat
kislap
kita
klase
klerk
klik
klima
klinik
klinika
kliyente
koalisasyon
koalisyon
kodigo
kolehiyala
kolehiyo
koleksiyon
kolektibo
kolesterol
kolonisador
kolonisasyon
kolonya
kolonyal
kolonyalismo
kolum
koma
komandante
komander
kombinasyon
komentaryo
komersiyalisasyon
komersiyo
komiks
komisyon
komisyonado
komisyoner
komite
komitment
kompanya
kompensasyon
komperensiya
kompetisyon
komplikasyon
komposisyon
kompositor
komprador
kompromiso
komputer
kompyuter
komunidad
komunikasyon
komunismo
komunista
kondisyon
kondisyones
kondisyong
koneksiyon
kongklusyon
kongkreto
kongregasyon
kongresista
kongreso
konklusyon
konsehal
konseho
konsensiya
konsentrahan
konsentrasyon
konsepto
konsesyon
konsiderasyon
konsiyensiya
konsiyerto
konsolidasyon
konspiratoryal
konstitusyon
konstruksiyon
konsulado
konsulta
konsultant
konsultasyon
konsumer
konsumidor
konsumo
kontador
kontak
kontaminasyon
konteksto
kontemporanyo
kontento
kontinente
kontra
kontrabida
kontradiksiyon
kontraktor
kontraktwalisasyon
kontrata
kontratista
kontribusyon
kontrobersiya
kontrol
konyo
kooperasyon
kooperatiba
koordinado
koordinasyon
koordinator
kopa
koponan
kopya
korales
korap
kurap
kordero
koreo
koro
korona
koronel
korporasyon
korte
korum
korupsiyon
kostombre
kostumbre
kostumer
kotse
kredibilidad
kredit
kredito
kredo
krimen
kriminal
kriminalidad
krisis
kristal
kristiano
kristiyano
kristyano
kritiko
kritisismo
krudo
krus
kubeta
kubo
kubol
kudeta
kudlit
kudlitan
kuha
kuhila
kuko
kukote
kukulangin
kulam
kulay
kuliglig
kulisap
kulit
kulog
kulto
kultura
kulubot
kulungan
kumander
kumbensiyon
kumbento
kumbersiyon
kumbinasyon
kumot
kumpanya
kumpas
kumperensiya
kumpesyonaryo
kumpetisyon
kumpirmasyon
kumpisal
kumplikasyon
kumpol
kumprador
kunan
kundiman
kuneho
kungdi
kuno
kunsabagay
kunwaring
kupon
kurikulum
kuro-kuro
kurso
kuryente
kusina
kusing
kuskos
kustomer
kuta
kutang
kuting
kutis
kuto
kutsilyo
kutusan
kuwadrado
kuwalipikasyon
kuwan
kuwarta
kuwartel
kuwarter
kuwarto
kuwatro
kuweba
kuwela
kuwelyo
kuwelyong
kuwentang
kuwenta
kuwentista
kuwento
kuwentuhan
kuwestiyunin
kuwintas
kuwitis
kuya
kalipikado
kalipikasyon
laan
laang
laang-gugulin
lababo
labada
labag
labahan
labanan
labasan
labi
laboratoryo
lagak
lagalag
lagay
lagayan
lagda
lagi-lagi
lagim
lagingsiyam
lagitik
lagkit
lagnat
lagos
lagot
lagpasan
laguna
lagundi
lagusan
lahar
lahi
lahok
lakad
lakaran
lakas
lakas-loob
lakas-paggawa
lakbay
laki
lakip
lakipan
lalabis
lalaki
lalamunan
lalawigan
lalayo
lalim
laluna
laman
lamat
lamay
lambak
lambat
lambong
lamesa
lamig
lamok
lampasan
lampin
lamping
lan
landas
langan
langaw
langgam
langis
langit
langya
lansangan
lansones
lantaran
lantay
lantsa
lapad
lapastangan
lapastanganin
lapat
lapida
lapis
lapit
lapitan
larangan
larawan
laro
laruan
lasa
lason
lastiko
lasunin
lata
latak
latay
lathala
lathalain
latian
latigo
latik
law
lawa
lawak
laway
lawin
layag
layaw
layo
layon
layuan
layunin
lebadura
leeg
legalidad
lehislatibo
lekat
leksiyon
lengguwa
lengguwahe
leon
letra
libadura
libag
libangan
liberalisasyon
liberalismo
libing
libingan
libis
libo
libo-libo
libog
libra
libreta
libreto
libring
libro
lider
liderato
liga
ligalig
ligaya
ligid
liham
lihis
liit
lik
likha
likhang-sining
likido
likuran
lilikha
lilim
lilipatan
lilisan
lilo
limbag
limitasyon
limot
linapitan
linaw
lindol
linggo
linggwistiks
lingid
lingkod
linis
linsad
linsil
lintik
linya
lipad
lipi
lipon
lipos
lipunan
lisensiya
lisensiyado
listahan
litanya
litaw
literatura
litid
litrato
litro
liwanag
liwasan
liwayway
liyag
lobo
logo
lohika
lokalidad
lokasyon
loko
lola
lolo
loloobin
loob
loob-loob
looban
loobin
look
loro
lote
lowat
lubha
lubid
lubog
lugar
lugaw
lugod
luha
luho
luklukan
luksa
lulan
luluwalhatiin
lumot
lunan
lunas
lunes
lungga
lungkot
lungsod
lunsaran
lunsod
luntian
luok
lupa
lupain
lupalop
lupang-katawan
lupit
lupon
luto
lutuan
lutuin
luwad
luwag
luwalhati
luwalhatiin
luya
mader
madre
mag-aaral
mag-anak
mag-asawa
magaaral
magasin
magbubukid
magkaibigan
magkakamag-anak
magkakapatid
magkakapitbahay
magkapatid
magkasintahan
magnanakaw
mago
magpalista
magrebolusyon
magrerebolusyon
magsasaka
magtatanghal
magulang
mahistrado
maiinom
mais
makata
makina
makinarya
malakolonya
malasakit
malay
maleta
malisya
maliw
maluwalhati
mama
mamador
mamagkano
mamamagitan
mamamahayag
mamamalakaya
mamamatay-tao
mamamayan
mamangha
mamangka
mamayan
mambabasa
mambabatas
mami
mamimili
mamogram
mamumuhunan
mana
managinip
manalaysay
manaliksik
manamit
manampalataya
mananakop
mananalangin
mananalaysay
mananaliksik
mananambahan
mananampalataya
mananangan
manananggol
mananawagan
